Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio,Accuracy
8,50,0.0
0,153.0,0.006493506493506494,0.06732181610327831,88.0,0.37130801687763715
1,152.0,0.006535947712418301,0.04450480000723033,86.0,0.3628691983122363
2,152.0,0.006535947712418301,0.03450665355439601,86.0,0.3628691983122363
3,150.0,0.006622516556291391,0.02887669441463676,91.0,0.38396624472573837
4,150.0,0.006622516556291391,0.024786902539626506,91.0,0.38396624472573837
5,145.0,0.00684931506849315,0.02739983368431277,96.0,0.4050632911392405
6,145.0,0.00684931506849315,0.02586303609883518,96.0,0.4050632911392405
7,145.0,0.00684931506849315,0.027715537809626406,96.0,0.4050632911392405
8,145.0,0.00684931506849315,0.03084970054929681,96.0,0.4050632911392405
9,145.0,0.00684931506849315,0.03413456875994871,96.0,0.4050632911392405
10,145.0,0.00684931506849315,0.026903461163297684,96.0,0.4050632911392405
11,145.0,0.00684931506849315,0.025035511777998513,96.0,0.4050632911392405
12,145.0,0.00684931506849315,0.03098535446267405,96.0,0.4050632911392405
13,145.0,0.00684931506849315,0.025969800706570102,96.0,0.4050632911392405
14,145.0,0.00684931506849315,0.026947361296919325,96.0,0.4050632911392405
15,145.0,0.00684931506849315,0.026369375549726185,96.0,0.4050632911392405
16,145.0,0.00684931506849315,0.02560568416066833,96.0,0.4050632911392405
17,145.0,0.00684931506849315,0.027101932679111543,96.0,0.4050632911392405
18,129.0,0.007692307692307693,0.027554519559416787,113.0,0.4767932489451477
19,129.0,0.007692307692307693,0.029737288499611773,113.0,0.4767932489451477
20,129.0,0.007692307692307693,0.030754945624761245,113.0,0.4767932489451477
21,129.0,0.007692307692307693,0.031343355858301926,113.0,0.4767932489451477
22,129.0,0.007692307692307693,0.0361757219326977,113.0,0.4767932489451477
23,129.0,0.007692307692307693,0.031445689090377274,113.0,0.4767932489451477
24,129.0,0.007692307692307693,0.025340976116169943,113.0,0.4767932489451477
25,129.0,0.007692307692307693,0.02682327118334399,113.0,0.4767932489451477
26,129.0,0.007692307692307693,0.028172146233512996,113.0,0.4767932489451477
27,129.0,0.007692307692307693,0.026742682718158932,113.0,0.4767932489451477
28,129.0,0.007692307692307693,0.025152908293232086,113.0,0.4767932489451477
29,129.0,0.007692307692307693,0.031400432259895646,113.0,0.4767932489451477
30,129.0,0.007692307692307693,0.029183042039925517,113.0,0.4767932489451477
31,129.0,0.007692307692307693,0.026751976831742543,113.0,0.4767932489451477
32,129.0,0.007692307692307693,0.025141577799532275,113.0,0.4767932489451477
33,129.0,0.007692307692307693,0.024925420758726124,113.0,0.4767932489451477
34,129.0,0.007692307692307693,0.029147859676129415,113.0,0.4767932489451477
35,129.0,0.007692307692307693,0.03237720386161222,113.0,0.4767932489451477
36,129.0,0.007692307692307693,0.028640663666152893,113.0,0.4767932489451477
37,129.0,0.007692307692307693,0.024448164237880463,113.0,0.4767932489451477
38,126.0,0.007874015748031496,0.026345092411563402,115.0,0.48523206751054854
39,126.0,0.007874015748031496,0.027412144900837855,115.0,0.48523206751054854
40,126.0,0.007874015748031496,0.029565416689901362,115.0,0.48523206751054854
41,126.0,0.007874015748031496,0.026687597526570288,115.0,0.48523206751054854
42,124.0,0.008,0.02946778828721648,117.0,0.4936708860759494
43,124.0,0.008,0.02820519664372949,117.0,0.4936708860759494
44,124.0,0.008,0.028298836684580057,117.0,0.4936708860759494
45,124.0,0.008,0.027040960403229546,117.0,0.4936708860759494
46,124.0,0.008,0.0299039642282997,117.0,0.4936708860759494
47,124.0,0.008,0.031950306702687,117.0,0.4936708860759494
48,124.0,0.008,0.028121361844102855,117.0,0.4936708860759494
49,124.0,0.008,0.02457057672873986,117.0,0.4936708860759494
50,124.0,0.008,0.026563304561028036,117.0,0.4936708860759494
51,124.0,0.008,0.030644572457694842,117.0,0.4936708860759494
52,124.0,0.008,0.026866824492899864,117.0,0.4936708860759494
53,124.0,0.008,0.02515927070641213,117.0,0.4936708860759494
54,124.0,0.008,0.023830581745842856,117.0,0.4936708860759494
55,124.0,0.008,0.025551827504592537,117.0,0.4936708860759494
56,124.0,0.008,0.02702325756480447,117.0,0.4936708860759494
57,124.0,0.008,0.026506658255113807,117.0,0.4936708860759494
58,124.0,0.008,0.0285539507327392,117.0,0.4936708860759494
59,124.0,0.008,0.026509141523822024,117.0,0.4936708860759494
60,124.0,0.008,0.029189807998990173,117.0,0.4936708860759494
61,124.0,0.008,0.026845337150000297,117.0,0.4936708860759494
62,124.0,0.008,0.031473375467257016,117.0,0.4936708860759494
63,123.0,0.008064516129032258,0.03046455989015897,128.0,0.540084388185654
64,123.0,0.008064516129032258,0.030273154115088692,128.0,0.540084388185654
65,123.0,0.008064516129032258,0.029013964373064607,128.0,0.540084388185654
66,123.0,0.008064516129032258,0.03035827655112687,128.0,0.540084388185654
67,123.0,0.008064516129032258,0.02437485840474818,128.0,0.540084388185654
68,123.0,0.008064516129032258,0.023921846054105956,128.0,0.540084388185654
69,123.0,0.008064516129032258,0.0237709522654564,128.0,0.540084388185654
70,123.0,0.008064516129032258,0.022600430743962785,128.0,0.540084388185654
71,123.0,0.008064516129032258,0.02099032178198649,128.0,0.540084388185654
72,123.0,0.008064516129032258,0.02868766589740695,128.0,0.540084388185654
73,123.0,0.008064516129032258,0.02403321724171117,128.0,0.540084388185654
74,123.0,0.008064516129032258,0.023932409692948603,128.0,0.540084388185654
75,123.0,0.008064516129032258,0.02519906343406923,128.0,0.540084388185654
76,123.0,0.008064516129032258,0.026358081943236543,128.0,0.540084388185654
77,123.0,0.008064516129032258,0.023278208998964652,128.0,0.540084388185654
78,123.0,0.008064516129032258,0.022057535388602768,128.0,0.540084388185654
79,123.0,0.008064516129032258,0.021947500190820143,128.0,0.540084388185654
80,123.0,0.008064516129032258,0.026240551018787264,128.0,0.540084388185654
81,123.0,0.008064516129032258,0.023401202126708,128.0,0.540084388185654
82,123.0,0.008064516129032258,0.029416246940762936,128.0,0.540084388185654
83,119.0,0.008333333333333333,0.024568600053425618,128.0,0.540084388185654
84,119.0,0.008333333333333333,0.02671511912868057,128.0,0.540084388185654
85,119.0,0.008333333333333333,0.024856913951581926,128.0,0.540084388185654
86,119.0,0.008333333333333333,0.02585752438610644,128.0,0.540084388185654
87,119.0,0.008333333333333333,0.029275898626791037,128.0,0.540084388185654
88,119.0,0.008333333333333333,0.02911528684042316,128.0,0.540084388185654
89,119.0,0.008333333333333333,0.0272539562267965,128.0,0.540084388185654
90,119.0,0.008333333333333333,0.026140056908256104,128.0,0.540084388185654
91,119.0,0.008333333333333333,0.026454109427573844,128.0,0.540084388185654
92,119.0,0.008333333333333333,0.025957700227677325,128.0,0.540084388185654
93,119.0,0.008333333333333333,0.02612901009073611,128.0,0.540084388185654
94,119.0,0.008333333333333333,0.025263003175530586,128.0,0.540084388185654
95,119.0,0.008333333333333333,0.025771117243118768,128.0,0.540084388185654
96,119.0,0.008333333333333333,0.02707901130103065,128.0,0.540084388185654
97,119.0,0.008333333333333333,0.028966883915750783,128.0,0.540084388185654
98,119.0,0.008333333333333333,0.026136993399304403,128.0,0.540084388185654
99,119.0,0.008333333333333333,0.029283140765729618,128.0,0.540084388185654
100,119.0,0.008333333333333333,0.028896151541508538,128.0,0.540084388185654
101,119.0,0.008333333333333333,0.024414463387992705,128.0,0.540084388185654
102,119.0,0.008333333333333333,0.02448170919318285,128.0,0.540084388185654
103,119.0,0.008333333333333333,0.021908548316995655,128.0,0.540084388185654
104,119.0,0.008333333333333333,0.02524096968428469,128.0,0.540084388185654
105,119.0,0.008333333333333333,0.024707439040080246,128.0,0.540084388185654
106,119.0,0.008333333333333333,0.023972158052009373,128.0,0.540084388185654
107,116.0,0.008547008547008548,0.02565278180119503,131.0,0.5527426160337553
108,116.0,0.008547008547008548,0.02491822830689612,131.0,0.5527426160337553
109,116.0,0.008547008547008548,0.02544356144589649,131.0,0.5527426160337553
110,116.0,0.008547008547008548,0.024702521814659813,131.0,0.5527426160337553
111,116.0,0.008547008547008548,0.02458723208155168,131.0,0.5527426160337553
112,116.0,0.008547008547008548,0.02467997342286932,131.0,0.5527426160337553
113,116.0,0.008547008547008548,0.024456664925223942,131.0,0.5527426160337553
114,116.0,0.008547008547008548,0.025476066873461423,131.0,0.5527426160337553
115,116.0,0.008547008547008548,0.025889568399053847,131.0,0.5527426160337553
116,116.0,0.008547008547008548,0.022493065368816977,131.0,0.5527426160337553
117,116.0,0.008547008547008548,0.02555515045708402,131.0,0.5527426160337553
118,116.0,0.008547008547008548,0.025324184634118695,131.0,0.5527426160337553
119,116.0,0.008547008547008548,0.02504545374367703,131.0,0.5527426160337553
120,116.0,0.008547008547008548,0.024059664500093076,131.0,0.5527426160337553
121,116.0,0.008547008547008548,0.022582432333280524,131.0,0.5527426160337553
122,116.0,0.008547008547008548,0.022843857827979187,131.0,0.5527426160337553
123,114.0,0.008695652173913044,0.024133974158826156,133.0,0.5611814345991561
124,114.0,0.008695652173913044,0.02542864320063302,133.0,0.5611814345991561
125,114.0,0.008695652173913044,0.02487301405340461,133.0,0.5611814345991561
126,114.0,0.008695652173913044,0.02892677865660369,133.0,0.5611814345991561
