Gen;Accuracy
0;57.98319327731093
200;66.38655462184873
400;67.64705882352942
600;73.52941176470588
800;73.52941176470588
1000;73.52941176470588
1200;73.52941176470588
1400;73.52941176470588
1600;73.52941176470588
1800;73.52941176470588
2000;73.52941176470588
2200;73.52941176470588
2400;73.52941176470588
2600;73.52941176470588
2800;73.52941176470588
3000;73.52941176470588
3200;73.52941176470588
3400;73.52941176470588
3600;73.52941176470588
3800;73.52941176470588
4000;73.52941176470588
4200;73.52941176470588
4400;73.52941176470588
4600;73.52941176470588
4800;73.52941176470588
5000;73.52941176470588
5200;73.52941176470588
5400;73.52941176470588
5600;73.52941176470588
5800;73.52941176470588
6000;73.52941176470588
6200;73.52941176470588
6400;73.52941176470588
6600;73.52941176470588
6800;73.52941176470588
7000;73.52941176470588
7200;73.52941176470588
7400;73.52941176470588
7600;73.52941176470588
7800;73.52941176470588
8000;77.73109243697479
8200;79.83193277310924
8400;79.83193277310924
8600;79.83193277310924
8800;79.83193277310924
9000;79.83193277310924
9200;79.83193277310924
9400;79.83193277310924
9600;79.83193277310924
9800;79.83193277310924
9999;79.83193277310924
