Gen;Accuracy
0;44.03292181069959
200;69.54732510288066
400;69.54732510288066
600;71.60493827160494
800;76.13168724279835
1000;77.77777777777779
1200;80.24691358024691
1400;80.24691358024691
1600;80.24691358024691
1800;80.24691358024691
2000;80.24691358024691
2200;80.24691358024691
2400;80.24691358024691
2600;80.24691358024691
2800;80.24691358024691
3000;80.24691358024691
3200;80.24691358024691
3400;80.24691358024691
3600;80.24691358024691
3800;80.24691358024691
4000;80.24691358024691
4200;80.24691358024691
4400;80.24691358024691
4600;80.24691358024691
4800;80.24691358024691
5000;80.24691358024691
5200;80.24691358024691
5400;80.24691358024691
5600;80.24691358024691
5800;80.24691358024691
6000;80.24691358024691
6200;80.24691358024691
6400;80.24691358024691
6600;80.24691358024691
6800;80.24691358024691
7000;80.24691358024691
7200;80.24691358024691
7400;80.24691358024691
7600;80.24691358024691
7800;80.24691358024691
8000;80.24691358024691
8200;80.24691358024691
8400;80.24691358024691
8600;80.24691358024691
8800;80.24691358024691
9000;80.24691358024691
9200;80.24691358024691
9400;80.24691358024691
9600;80.24691358024691
9800;80.24691358024691
9999;80.24691358024691
