Gen;Accuracy
0;42.241379310344826
200;70.6896551724138
400;70.6896551724138
600;70.6896551724138
800;70.6896551724138
1000;70.6896551724138
1200;70.6896551724138
1400;70.6896551724138
1600;70.6896551724138
1800;73.27586206896551
2000;73.27586206896551
2200;73.27586206896551
2400;73.70689655172413
2600;73.27586206896551
2800;73.27586206896551
3000;73.27586206896551
3200;73.27586206896551
3400;73.27586206896551
3600;73.27586206896551
3800;73.27586206896551
4000;74.13793103448276
4200;74.13793103448276
4400;74.13793103448276
4600;74.13793103448276
4800;77.58620689655173
5000;77.58620689655173
5200;77.58620689655173
5400;77.58620689655173
5600;77.58620689655173
5800;77.58620689655173
6000;77.58620689655173
6200;77.58620689655173
6400;77.58620689655173
6600;77.58620689655173
6800;77.58620689655173
7000;77.58620689655173
7200;77.58620689655173
7400;77.58620689655173
7600;77.58620689655173
7800;77.58620689655173
8000;77.58620689655173
8200;77.58620689655173
8400;77.58620689655173
8600;77.58620689655173
8800;77.58620689655173
9000;77.58620689655173
9200;77.58620689655173
9400;77.58620689655173
9600;77.58620689655173
9800;77.58620689655173
9999;77.58620689655173
