Gen;Accuracy
0;48.93617021276596
200;66.80851063829788
400;70.2127659574468
600;70.2127659574468
800;70.2127659574468
1000;70.2127659574468
1200;70.2127659574468
1400;72.3404255319149
1600;72.3404255319149
1800;72.3404255319149
2000;72.3404255319149
2200;72.3404255319149
2400;72.3404255319149
2600;72.3404255319149
2800;75.74468085106383
3000;75.74468085106383
3200;75.74468085106383
3400;75.74468085106383
3600;78.29787234042553
3800;78.29787234042553
4000;78.29787234042553
4200;78.29787234042553
4400;78.29787234042553
4600;78.29787234042553
4800;78.29787234042553
5000;78.29787234042553
5200;78.29787234042553
5400;78.29787234042553
5600;78.29787234042553
5800;78.29787234042553
6000;78.29787234042553
6200;84.68085106382979
