Gen;Accuracy
0;55.6910569105691
200;70.73170731707317
400;70.73170731707317
600;70.73170731707317
800;69.91869918699187
1000;72.35772357723577
1200;72.35772357723577
1400;72.35772357723577
1600;72.35772357723577
1800;70.73170731707317
2000;70.73170731707317
2200;70.73170731707317
2400;70.73170731707317
2600;72.76422764227642
2800;77.23577235772358
3000;70.73170731707317
3200;73.57723577235772
3400;73.57723577235772
3600;71.13821138211382
3800;70.73170731707317
4000;73.57723577235772
4200;76.42276422764228
4400;70.73170731707317
4600;70.73170731707317
4800;70.73170731707317
5000;70.73170731707317
5200;70.73170731707317
5400;70.73170731707317
5600;70.73170731707317
5800;70.73170731707317
6000;70.73170731707317
6200;70.73170731707317
6400;70.73170731707317
6600;71.13821138211382
6800;69.51219512195121
7000;71.13821138211382
7200;69.91869918699187
7400;69.91869918699187
7600;70.73170731707317
7800;75.20325203252033
8000;72.35772357723577
8200;70.73170731707317
8400;70.73170731707317
8600;70.73170731707317
8800;69.91869918699187
9000;69.51219512195121
9200;70.73170731707317
9400;72.35772357723577
9600;70.73170731707317
9800;70.73170731707317
9999;69.91869918699187
