Gen;Accuracy
0;49.37238493723849
200;62.76150627615063
400;68.6192468619247
600;71.54811715481172
800;68.6192468619247
1000;64.01673640167364
1200;61.50627615062761
1400;64.01673640167364
1600;65.27196652719665
1800;63.59832635983263
2000;63.59832635983263
2200;64.43514644351464
2400;64.01673640167364
2600;67.36401673640168
2800;65.27196652719665
3000;64.01673640167364
3200;64.01673640167364
3400;69.4560669456067
3600;67.36401673640168
3800;67.36401673640168
4000;70.29288702928869
4200;69.4560669456067
4400;69.8744769874477
4600;68.6192468619247
4800;69.8744769874477
5000;64.43514644351464
5200;63.59832635983263
5400;68.6192468619247
5600;64.43514644351464
5800;68.6192468619247
6000;68.6192468619247
6200;68.6192468619247
6400;63.59832635983263
6600;64.43514644351464
6800;69.4560669456067
7000;76.56903765690377
7200;74.89539748953975
7400;64.43514644351464
7600;69.4560669456067
7800;67.78242677824268
8000;64.01673640167364
8200;63.59832635983263
8400;62.34309623430963
8600;65.27196652719665
8800;64.85355648535564
9000;63.17991631799163
9200;64.01673640167364
9400;69.0376569037657
9600;70.29288702928869
9800;75.31380753138075
9999;72.38493723849372
