Gen;Accuracy
0;39.40677966101695
200;55.08474576271186
400;66.10169491525424
600;73.72881355932203
800;73.72881355932203
1000;74.57627118644068
1200;75.84745762711864
1400;75.84745762711864
1600;75.84745762711864
1800;75.84745762711864
2000;77.96610169491525
2200;77.96610169491525
2400;77.96610169491525
2600;77.96610169491525
2800;77.96610169491525
3000;78.38983050847457
3200;78.38983050847457
3400;78.38983050847457
3600;78.38983050847457
3800;78.38983050847457
4000;78.38983050847457
4200;78.38983050847457
4400;78.38983050847457
4600;78.38983050847457
4800;78.38983050847457
5000;78.38983050847457
5200;78.38983050847457
5400;78.38983050847457
5600;78.38983050847457
5800;78.38983050847457
6000;78.38983050847457
6200;78.38983050847457
6400;78.38983050847457
6600;78.38983050847457
6800;78.38983050847457
7000;78.38983050847457
7200;78.38983050847457
7400;78.38983050847457
7600;78.38983050847457
7800;78.38983050847457
8000;80.08474576271186
8200;80.08474576271186
8400;80.08474576271186
8600;80.08474576271186
8800;80.08474576271186
9000;80.08474576271186
9200;80.08474576271186
9400;80.08474576271186
9600;80.08474576271186
9800;80.08474576271186
9999;80.08474576271186
