Gen;Accuracy
0;63.716814159292035
200;71.68141592920354
400;71.68141592920354
600;73.45132743362832
800;73.45132743362832
1000;73.45132743362832
1200;74.33628318584071
1400;74.33628318584071
1600;74.33628318584071
1800;74.77876106194691
2000;74.77876106194691
2200;74.77876106194691
2400;77.87610619469027
2600;77.87610619469027
2800;77.87610619469027
3000;77.87610619469027
3200;77.87610619469027
3400;77.87610619469027
3600;77.87610619469027
3800;77.87610619469027
4000;77.87610619469027
4200;77.87610619469027
4400;77.87610619469027
4600;77.87610619469027
4800;77.87610619469027
5000;77.87610619469027
5200;77.87610619469027
5400;77.87610619469027
5600;77.87610619469027
5800;77.87610619469027
6000;77.87610619469027
6200;77.87610619469027
6400;77.87610619469027
6600;77.87610619469027
6800;77.87610619469027
7000;77.87610619469027
7200;77.87610619469027
7400;77.87610619469027
7600;77.87610619469027
7800;77.87610619469027
8000;77.87610619469027
8200;77.87610619469027
8400;77.87610619469027
8600;77.87610619469027
8800;77.87610619469027
9000;77.87610619469027
9200;77.87610619469027
9400;77.87610619469027
9600;77.87610619469027
9800;77.87610619469027
9999;77.87610619469027
