Gen;Accuracy
0;47.391304347826086
200;70.86956521739131
400;72.60869565217392
600;72.60869565217392
800;73.91304347826086
1000;73.91304347826086
1200;73.91304347826086
1400;73.91304347826086
1600;73.91304347826086
1800;73.91304347826086
2000;73.91304347826086
2200;73.91304347826086
2400;73.91304347826086
2600;73.91304347826086
2800;73.91304347826086
3000;73.91304347826086
3200;73.91304347826086
3400;73.91304347826086
3600;73.91304347826086
3800;73.91304347826086
4000;73.91304347826086
4200;73.91304347826086
4400;73.91304347826086
4600;73.91304347826086
4800;76.95652173913044
5000;76.95652173913044
5200;78.69565217391305
5400;78.69565217391305
5600;78.69565217391305
5800;78.69565217391305
6000;78.69565217391305
6200;82.17391304347827
