Gen;Accuracy
0;53.41880341880342
200;72.64957264957265
400;71.36752136752136
600;71.36752136752136
800;71.36752136752136
1000;73.93162393162393
1200;76.06837606837607
1400;76.06837606837607
1600;76.06837606837607
1800;76.06837606837607
2000;76.06837606837607
2200;76.06837606837607
2400;76.06837606837607
2600;76.06837606837607
2800;77.77777777777779
3000;79.91452991452992
3200;79.91452991452992
3400;79.91452991452992
3600;79.91452991452992
3800;79.91452991452992
4000;79.91452991452992
4200;79.91452991452992
4400;79.91452991452992
4600;79.91452991452992
4800;79.91452991452992
5000;79.91452991452992
5200;79.91452991452992
5400;79.91452991452992
5600;79.91452991452992
5800;79.91452991452992
6000;79.91452991452992
6200;79.91452991452992
6400;79.91452991452992
6600;79.91452991452992
6800;79.91452991452992
7000;79.91452991452992
7200;79.91452991452992
7400;79.91452991452992
7600;79.91452991452992
7800;79.91452991452992
8000;79.91452991452992
8200;79.91452991452992
8400;79.91452991452992
8600;79.91452991452992
8800;79.91452991452992
9000;79.91452991452992
9200;79.91452991452992
9400;79.91452991452992
9600;79.91452991452992
9800;79.91452991452992
9999;79.91452991452992
