Gen;Accuracy
0;49.152542372881356
200;67.37288135593221
400;70.76271186440678
600;78.8135593220339
800;78.8135593220339
1000;78.8135593220339
1200;78.8135593220339
1400;80.9322033898305
1600;80.9322033898305
1800;80.9322033898305
2000;80.9322033898305
2200;80.9322033898305
2400;80.9322033898305
2600;80.9322033898305
2800;80.9322033898305
3000;80.9322033898305
3200;80.9322033898305
3400;80.9322033898305
3600;80.9322033898305
3800;80.9322033898305
4000;80.9322033898305
4200;80.9322033898305
4400;80.9322033898305
4600;80.9322033898305
4800;80.9322033898305
5000;80.9322033898305
5200;80.9322033898305
5400;80.9322033898305
5600;80.9322033898305
5800;80.9322033898305
6000;80.9322033898305
6200;80.9322033898305
6400;80.9322033898305
6600;80.9322033898305
6800;80.9322033898305
7000;80.9322033898305
7200;80.9322033898305
7400;80.9322033898305
7600;80.9322033898305
7800;80.9322033898305
8000;80.9322033898305
8200;80.9322033898305
8400;80.9322033898305
8600;80.9322033898305
8800;80.9322033898305
9000;80.9322033898305
9200;80.9322033898305
9400;80.9322033898305
9600;80.9322033898305
9800;80.9322033898305
9999;80.9322033898305
