Gen;Accuracy
0;57.52212389380531
200;70.79646017699115
400;70.79646017699115
600;70.79646017699115
800;70.79646017699115
1000;70.79646017699115
1200;70.79646017699115
1400;70.79646017699115
1600;70.79646017699115
1800;74.77876106194691
2000;76.99115044247787
2200;79.20353982300885
2400;80.53097345132744
2600;79.20353982300885
2800;79.20353982300885
3000;79.20353982300885
3200;79.20353982300885
3400;79.20353982300885
3600;79.20353982300885
3800;79.20353982300885
4000;79.20353982300885
4200;79.20353982300885
4400;79.20353982300885
4600;79.20353982300885
4800;79.20353982300885
5000;79.20353982300885
5200;79.20353982300885
5400;79.20353982300885
5600;79.20353982300885
5800;79.20353982300885
6000;79.20353982300885
6200;79.20353982300885
6400;79.20353982300885
6600;79.20353982300885
6800;79.20353982300885
7000;79.20353982300885
7200;79.20353982300885
7400;79.20353982300885
7600;79.20353982300885
7800;79.20353982300885
8000;79.20353982300885
8200;79.20353982300885
8400;79.20353982300885
8600;79.20353982300885
8800;79.20353982300885
9000;79.20353982300885
9200;79.20353982300885
9400;79.20353982300885
9600;79.20353982300885
9800;79.20353982300885
9999;79.20353982300885
