Gen;Accuracy
0;37.344398340248965
200;62.655601659751035
400;62.655601659751035
600;70.53941908713693
800;70.53941908713693
1000;70.53941908713693
1200;70.53941908713693
1400;72.19917012448133
1600;73.85892116182573
1800;73.85892116182573
2000;73.85892116182573
2200;73.85892116182573
2400;73.85892116182573
2600;75.93360995850622
2800;75.93360995850622
3000;75.93360995850622
3200;75.93360995850622
3400;75.93360995850622
3600;75.93360995850622
3800;75.93360995850622
4000;75.93360995850622
4200;75.93360995850622
4400;75.93360995850622
4600;75.93360995850622
4800;75.93360995850622
5000;75.93360995850622
5200;75.93360995850622
5400;75.93360995850622
5600;75.93360995850622
5800;75.93360995850622
6000;75.93360995850622
6200;75.93360995850622
6400;75.93360995850622
6600;75.93360995850622
6800;75.93360995850622
7000;75.93360995850622
7200;75.93360995850622
7400;75.93360995850622
7600;75.93360995850622
7800;75.93360995850622
8000;75.93360995850622
8200;75.93360995850622
8400;75.93360995850622
8600;75.93360995850622
8800;75.93360995850622
9000;75.93360995850622
9200;75.93360995850622
9400;75.93360995850622
9600;75.93360995850622
9800;75.93360995850622
9999;77.59336099585063
