Results -3573351038917656240.csv	9999	71.0	0.013888888888888888	0.011802782071662785	180.0	0.7758620689655172
Results -3573351038917656240.csv		24.0	0.04			0.01242666954453704	34.0	0.7083333333333334

Results -4449638075418798789.csv	9999	77.0	0.01282051282051282	0.007845639614683245	189.0	0.7777777777777778
Results -4449638075418798789.csv		25.0	0.038461538461538464	0.008714163245062767	26.0	0.7027027027027027

Results -8178107658683298112.csv	9999	72.0	0.0136986301369863	0.011339618358939148	184.0	0.7763713080168776
Results -8178107658683298112.csv		25.0	0.038461538461538464	0.01172291845605039	34.0	0.7906976744186046

Results 1099457484034633866.csv		9999	65.0	0.015151515151515152	0.008043863608897675	197.0	0.8106995884773662
Results 1099457484034633866.csv			18.0	0.05263157894736842	0.011161135723717316	29.0	0.7837837837837838

Results 5379349931881047926.csv		9999	65.0	0.015151515151515152	0.011877202000415924	197.0	0.8106995884773662
Results 5379349931881047926.csv			23.0	0.041666666666666664	0.013620865162740513	27.0	0.7297297297297297

Results 5991784342999417928.csv		9999	70.0	0.014084507042253521	0.011626420844423039	176.0	0.7787610619469026
Results 5991784342999417928.csv			30.0	0.03225806451612903	0.01205811149621755	38.0	0.7037037037037037

Results 7343749473141872078.csv		9999	62.0	0.015873015873015872	0.00804557925673701	188.0	0.8034188034188035
Results 7343749473141872078.csv			21.0	0.045454545454545456	0.008355638639778668	38.0	0.8260869565217391
